,ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
5803,5803,retained,88.0,81.0,175.379015,2163,0.0,83.0,2688.849041,1190.922301,13,8,iPhone
5804,5804,retained,243.0,202.5,489.434166,2165,0.0,24.0,3299.79969,436.9884643,3,3,iPhone
5805,5805,retained,40.0,32.0,137.582066,3360,158.0,0.0,3625.997001,2791.053466,19,14,Android
5806,5806,churned,144.0,144.0,253.1090094,925,168.0,0.0,2314.617623,1767.632111,15,10,Android
5807,5807,retained,58.0,46.0,116.0324589,1333,142.0,0.0,2176.357914,1689.006757,21,17,iPhone
5808,5808,churned,73.0,60.0,498.16452556,519,43.0,0.0,5443.300262,574.3478226,22,16,iPhone
5809,5809,retained,50.0,40.0,144.9782603,179,277.0,46.0,6156.676086,4907.0501746,26,21,iPhone
5810,5810,retained,12.0,12.0,49.05366613,1131,8.0,0.0,2057.947264,1364.766923,17,17,Android
5811,5811,retained,15.0,14.0,193.6486685,997,301.0,41.0,924.0480825,634.6618099,27,18,iPhone
5812,5812,retained,2.0,2.0,78.54821054,933,67.0,22.0,1681.140277,1314.481448,22,19,Android
5813,5813,retained,18.0,15.0,130.1101812,1939,187.0,25.0,2627.882703,1570.192096,24,15,iPhone
5814,5814,retained,175.0,141.0,261.6062914,1841,0.0,0.0,2694.49796,1896.297201,27,22,Android
5815,5815,retained,194.0,157.0,250.7915693,2228,8.0,107.5,3567.93337,1934.691574,5,4,iPhone
5816,5816,retained,54.0,44.0,67.11258755,1533,49.0,53.0,6259.58886,299.4138528,24,21,iPhone
5817,5817,retained,17.0,14.0,168.5757095,835,58.0,0.0,1564.265682,871.4203166,12,6,iPhone
5818,5818,churned,179.0,148.0,193.7290251,1068,0.0,0.0,4760.034788,2152.396045,18,16,iPhone
5819,5819,retained,23.0,18.0,181.3489777,423,0.0,0.0,4063.963159,2631.722418,30,28,iPhone
5820,5820,churned,1.0,1.0,10.26247843,1269,229.0,26.0,8384.013893,3163.639236,23,14,iPhone
5821,5821,retained,16.0,13.0,148.1776798,1929,227.0,97.0,1315.390192,687.6002226,11,11,iPhone
5822,5822,retained,131.0,105.0,313.8757698,2689,30.0,42.0,911.769145,430.2773192,26,25,iPhone
5823,5823,churned,239.0,199.0,239.062787,473,119.0,1.0,1433.370835,1182.623902,20,18,Android
5824,5824,retained,53.0,53.0,88.32387804,1002,201.0,0.0,5293.298726,949.0099149,4,1,iPhone
5825,5825,retained,32.0,26.0,237.7105894,3049,0.0,0.0,2599.444546,1107.339539,4,1,iPhone
5826,5826,churned,45.0,45.0,137.587628,638,66.0,28.0,6503.915675,1426.101764,19,14,Android
5827,5827,retained,24.0,19.0,137.1020797,466,0.0,3.0,4865.989564,2751.841896,21,18,Android
5828,5828,churned,134.0,111.0,146.8371771,1910,0.0,34.0,9923.95054075,4907.0501746,6,1,iPhone
5829,5829,retained,54.0,43.0,95.47740018,1125,196.0,0.0,2843.003367,1338.651697,28,26,iPhone
5830,5830,retained,8.0,7.0,112.7989555,213,0.0,0.0,5652.430658,4010.804884,5,1,iPhone
5832,5832,retained,207.0,169.0,263.4838408,2617,0.0,21.0,4342.479002,1831.804021,4,2,Android
5833,5833,retained,118.0,103.0,312.2551166,26,25.0,0.0,4676.749243,3866.299745,26,20,Android
5834,5834,retained,9.0,9.0,135.8151625,3229,107.0,107.5,2447.346622,1814.64546,12,11,iPhone
5835,5835,retained,105.0,84.0,428.8129621,3466,0.0,16.0,4422.77639,233.7938077,27,18,iPhone
5836,5836,retained,180.0,144.0,498.16452556,3489,173.0,0.0,2280.96189,863.8487833,20,11,iPhone
5837,5837,churned,69.0,56.0,84.12889644,2899,240.0,107.5,4049.120892,2678.917953,5,5,Android
5838,5838,retained,7.0,6.0,180.5085757,3022,0.0,94.0,2911.074132,2290.644586,28,19,Android
5839,5839,retained,6.0,5.0,54.69226601,2555,20.0,34.0,7784.820142,3652.553899,7,7,Android
5840,5840,retained,210.0,169.0,302.3824747,3211,224.0,73.0,3248.886302,937.1921537,20,20,iPhone
5841,5841,churned,7.0,7.0,118.6584356,144,18.0,0.0,3517.939274,2891.298363,1,1,Android
5843,5843,retained,152.0,122.0,409.6663783,740,107.0,15.0,9923.95054075,4907.0501746,26,18,Android
5844,5844,retained,91.0,73.0,120.4834901,2353,430.0,0.0,3898.931856,2224.321205,6,4,iPhone
5845,5845,retained,53.0,53.0,129.2108585,2385,65.0,0.0,6115.628215,1410.076146,10,4,Android
5846,5846,retained,24.0,24.0,199.0244152,247,23.0,0.0,6021.915443,961.6832723,24,23,iPhone
5847,5847,retained,68.0,68.0,147.0386235,784,20.0,107.5,3312.809215,1759.558595,18,18,iPhone
5848,5848,retained,42.0,42.0,48.05952719,2840,29.0,0.0,1814.395096,383.103416,23,23,iPhone
5849,5849,retained,46.0,40.0,75.35044539,3421,298.0,9.0,4494.397323,645.5735134,25,16,iPhone
5850,5850,churned,85.0,85.0,371.7398066,294,81.0,0.0,5732.809364,1154.362368,3,0,iPhone
5852,5852,retained,16.0,14.0,148.3877669,3109,30.0,0.0,627.3402731,299.3313853,16,11,Android
5853,5853,retained,90.0,73.0,221.3144018,2598,0.0,0.0,1040.717571,362.2403291,16,12,iPhone
5854,5854,retained,133.0,106.0,303.522019,1557,63.0,0.0,6840.211087,2531.249745,17,15,Android
5855,5855,churned,14.0,11.0,205.7836904,298,101.0,33.0,1791.857625,480.0207455,10,5,iPhone
5856,5856,retained,83.0,83.0,124.874199,3188,116.0,8.0,9923.95054075,4907.0501746,16,12,Android
5857,5857,retained,22.0,19.0,181.9626168,1729,148.0,0.0,4823.186591,1301.949321,30,19,Android
5858,5858,retained,75.0,60.0,78.78955383,1398,66.0,107.5,5589.506012,1193.521029,15,13,iPhone
5859,5859,retained,93.0,84.0,197.9146943,2682,0.0,34.0,1180.992222,701.5429968,27,26,iPhone
5860,5860,retained,13.0,10.0,163.4795831,2215,61.0,0.0,6502.246248,185.0316703,13,5,iPhone
5861,5861,retained,86.0,69.0,359.5672378,2131,418.0,19.0,4269.895932,1213.349751,27,20,iPhone
5862,5862,churned,81.0,66.0,273.4727825,1574,161.0,55.0,6423.085278,4672.490526,10,6,Android
5863,5863,churned,33.0,27.0,151.651168,2614,0.0,107.5,4660.793057,2253.567634,8,5,iPhone
5864,5864,retained,2.0,2.0,54.6317363,496,254.0,4.0,3279.73411,2024.372061,23,18,iPhone
5865,5865,retained,59.0,48.0,191.9583113,787,34.0,6.0,2532.307396,901.4986848,15,10,iPhone
5866,5866,retained,48.0,39.0,76.87415905,27,13.0,7.0,9193.544469,1356.826637,26,19,Android
5867,5867,retained,16.0,14.0,94.07366553,3049,325.0,5.0,2439.524604,1692.815114,18,12,iPhone
5868,5868,retained,78.0,62.0,297.4774797,1038,11.0,0.0,3094.377388,1095.842228,22,17,Android
5869,5869,retained,15.0,13.0,458.0812157,1572,0.0,38.0,2199.120306,917.6295565,8,6,Android
5870,5870,churned,1.0,1.0,49.4933427,1537,24.0,0.0,7080.834147,3644.139192,4,2,iPhone
5871,5871,retained,11.0,9.0,42.78509386,2796,0.0,92.0,4176.065591,1263.402615,26,23,Android
5872,5872,retained,35.0,35.0,112.5195802,2076,55.0,77.0,4912.666059,1393.341286,9,9,iPhone
5873,5873,retained,14.0,11.0,178.1409886,1094,0.0,107.5,885.2242474,367.3539267,16,16,Android
5874,5874,retained,44.0,38.0,55.29673821,2434,60.0,107.5,9153.530738,2213.890598,19,15,iPhone
5875,5875,retained,31.0,25.0,80.45636488,1498,314.0,0.0,2560.456785,1639.115863,5,0,iPhone
5876,5876,retained,105.0,84.0,256.5363937,2840,264.0,38.0,8640.881085,3994.710931,5,5,iPhone
5877,5877,retained,243.0,202.5,286.2234113,3445,4.0,29.0,6101.434942,2215.226812,30,25,iPhone
5878,5878,churned,72.0,64.0,85.48961866,72,430.0,59.0,2018.190199,1271.757729,22,13,iPhone
5879,5879,retained,41.0,35.0,45.70066156,2069,145.0,78.0,5455.822545,4374.658926,30,24,Android
5881,5881,retained,74.0,74.0,88.5089049,3136,430.0,0.0,2944.680544,432.4292673,12,11,iPhone
5882,5882,churned,22.0,22.0,76.17840889,1059,95.0,107.5,4766.41877,2782.075522,14,8,Android
5883,5883,retained,139.0,112.0,190.8394604,239,41.0,13.0,3582.527504,2917.704891,6,2,iPhone
5884,5884,retained,4.0,4.0,87.19455971,3159,225.0,0.0,1799.640382,731.3476958,5,5,iPhone
5885,5885,retained,44.0,41.0,498.16452556,2969,53.0,0.0,7319.161377,4907.0501746,14,12,Android
5886,5886,retained,129.0,105.0,264.7685578,110,0.0,5.0,2365.981422,1376.409121,24,21,iPhone
5887,5887,churned,17.0,17.0,80.39477616,112,0.0,0.0,2288.304453,1014.062293,28,20,iPhone
5888,5888,retained,46.0,46.0,117.470361,1132,341.0,0.0,1979.129074,1585.811847,9,9,Android
5889,5889,retained,147.0,118.0,257.105775,1945,430.0,44.0,5845.439078,4568.217196,7,7,iPhone
5890,5890,retained,37.0,29.0,54.07052927,1622,292.0,61.0,1736.877347,853.864698,20,13,Android
5891,5891,retained,40.0,34.0,80.40025653,2670,15.0,0.0,1584.641952,318.0457786,1,1,Android
5892,5892,retained,3.0,3.0,498.16452556,1430,384.0,0.0,991.4013335,811.2920854,16,9,iPhone
5893,5893,retained,116.0,93.0,119.9701651,1831,166.0,20.0,2797.215163,312.247134,22,13,iPhone
5894,5894,retained,32.0,26.0,146.3916325,711,46.0,78.0,2935.968002,1250.579571,3,2,iPhone
5895,5895,retained,243.0,202.5,498.16452556,1304,162.0,10.0,3204.09551,1625.804931,20,11,iPhone
5897,5897,retained,138.0,110.0,174.9918725,1984,0.0,16.0,3744.489949,2590.921012,5,1,iPhone
5898,5898,retained,48.0,39.0,185.8608295,2722,30.0,36.0,3317.232029,633.79976,15,14,iPhone
5899,5899,retained,12.0,12.0,163.5240142,963,0.0,59.0,5694.315293,602.5629962,29,20,iPhone
5900,5900,retained,23.0,19.0,283.4558046,3439,261.0,0.0,5306.351095,3544.713101,10,10,iPhone
5901,5901,retained,45.0,43.0,469.3258326,3342,274.0,0.0,2287.144437,1865.290832,22,20,iPhone
5902,5902,retained,91.0,73.0,138.3783866,154,290.0,0.0,2789.420223,1906.340968,8,3,Android
5903,5903,retained,68.0,59.0,148.5022147,772,430.0,50.0,2700.756106,902.5388368,19,17,iPhone
5905,5905,retained,39.0,34.0,40.01285769,1897,0.0,0.0,1316.361225,921.9540805,6,6,Android
5906,5906,retained,36.0,31.0,464.9636032,1890,392.0,0.0,847.2235302,255.9367639,18,15,iPhone
5907,5907,retained,44.0,44.0,392.7818489,2257,130.0,51.0,3714.180964,1748.747703,23,17,Android
5908,5908,churned,57.0,48.0,100.8388727,1267,0.0,0.0,494.9885797,336.6289434,4,0,iPhone
5909,5909,churned,116.0,101.0,253.0751185,78,0.0,0.0,3764.308093,1333.925509,4,3,iPhone
5911,5911,retained,0.0,0.0,133.4121183,2825,46.0,36.0,3340.614546,2067.789713,5,5,iPhone
5912,5912,retained,54.0,44.0,353.2604325,2497,41.0,0.0,4939.166209,1091.147473,13,12,Android
5913,5913,retained,16.0,14.0,365.7112836,2095,290.0,0.0,5565.179118,833.5219756,14,10,Android
5914,5914,retained,7.0,6.0,8.609675644,1648,120.0,0.0,666.8029811,308.872027,7,2,iPhone
5915,5915,retained,55.0,44.0,108.1419866,1477,430.0,65.0,4768.572179,2336.672412,16,16,iPhone
5916,5916,retained,8.0,7.0,141.039713,2887,43.0,0.0,2289.888307,1038.765097,29,24,Android
5918,5918,retained,116.0,93.0,378.8111967,166,377.0,0.0,1083.312678,674.930894,9,9,iPhone
5919,5919,churned,64.0,52.0,105.8067193,2271,131.0,0.0,5335.972171,3719.42922,5,5,iPhone
5920,5920,churned,9.0,9.0,42.43551871,1153,222.0,107.5,1691.94553,1027.359555,7,1,iPhone
5923,5923,retained,114.0,101.0,250.1285757,862,64.0,26.0,4708.178678,3628.136914,27,17,Android
5924,5924,retained,3.0,3.0,126.656104,2309,152.0,0.0,2310.209417,1858.230558,20,20,Android
5925,5925,retained,55.0,45.0,154.5106821,39,430.0,45.0,3560.949667,1274.460814,20,12,iPhone
5926,5926,retained,9.0,8.0,224.5622634,657,0.0,107.5,5260.507441,391.1251708,17,9,iPhone
5927,5927,retained,178.0,144.0,453.2326344,2916,246.0,35.0,4457.363005,1262.510678,26,19,Android
5928,5928,retained,130.0,112.0,467.5941639,1213,13.0,40.0,9923.95054075,3433.659602,18,18,Android
5929,5929,retained,22.0,22.0,72.2684438,2212,80.0,0.0,1293.448772,456.7300784,1,0,iPhone
5930,5930,retained,7.0,6.0,304.2828652,2528,0.0,75.0,6870.093525,4882.323008,25,22,iPhone
5931,5931,retained,10.0,9.0,16.60608202,2551,0.0,65.0,6302.745607,3978.440324,26,24,Android
5932,5932,retained,50.0,41.0,143.0134712,2849,119.0,10.0,4358.282396,3127.559581,20,17,iPhone
5933,5933,churned,49.0,40.0,96.75785145,1778,0.0,0.0,2090.849058,1465.760661,0,0,Android
5934,5934,retained,67.0,54.0,130.6479585,1089,0.0,8.0,6279.968214,304.6874288,26,19,iPhone
5935,5935,retained,28.0,23.0,42.24441242,298,0.0,6.0,6148.72605,1920.244436,10,6,Android
5936,5936,churned,243.0,202.5,286.366859,1795,43.0,60.0,3856.888251,1057.106156,8,3,Android
5937,5937,churned,211.0,169.0,416.632092,1101,430.0,31.0,831.8396307,689.1954645,10,7,iPhone
5938,5938,retained,23.0,18.0,89.90488194,3245,271.0,22.0,8192.595428,2120.177063,9,9,iPhone
5939,5939,retained,126.0,101.0,373.3831632,1231,256.0,107.5,7236.807938,712.2051985,1,1,Android
5941,5941,retained,36.0,36.0,39.87609961,2941,80.0,22.0,5408.843814,2490.06997,25,18,iPhone
5942,5942,retained,12.0,10.0,27.78168673,3462,113.0,0.0,3905.247291,2800.853735,2,0,iPhone
5943,5943,churned,22.0,22.0,39.72974147,516,0.0,107.5,2053.334518,1700.167464,8,7,iPhone
5944,5944,retained,32.0,30.0,40.12392175,3376,75.0,0.0,6086.744529,781.9680815,25,18,Android
5945,5945,retained,8.0,8.0,126.0136775,2510,0.0,0.0,3830.845658,1090.4807,13,13,Android
5946,5946,retained,7.0,7.0,262.0836212,2005,45.0,11.0,4448.699468,1763.980248,3,2,iPhone
5947,5947,retained,25.0,20.0,164.3063632,1704,122.0,52.0,6320.658209,1326.649214,10,9,Android
5948,5948,retained,49.0,49.0,247.9379151,1951,321.0,105.0,2669.715372,676.0506028,24,24,iPhone
5949,5949,retained,105.0,85.0,134.7194012,1995,324.0,0.0,5505.780539,898.0958732,21,20,iPhone
5950,5950,churned,27.0,23.0,280.8275688,3209,125.0,0.0,4858.873166,3043.050925,7,7,iPhone
5951,5951,retained,12.0,10.0,40.36231146,2804,215.0,0.0,2843.905522,490.7070763,16,10,iPhone
5952,5952,retained,49.0,40.0,303.9512539,142,0.0,0.0,7914.696967,329.934655,17,17,iPhone
5953,5953,retained,150.0,121.0,190.778221,1911,0.0,0.0,6229.362421,2571.532828,29,18,Android
5954,5954,retained,170.0,140.0,216.0476866,1383,7.0,88.0,2851.328329,734.9533989,28,24,Android
5955,5955,retained,58.0,58.0,70.96799803,970,190.0,11.0,6386.483132,4907.0501746,2,2,Android
5956,5956,retained,61.0,49.0,177.4908694,2907,412.0,88.0,5051.764007,2834.953181,10,7,iPhone
5957,5957,churned,63.0,52.0,484.2097638,1537,430.0,0.0,3212.889807,1012.497313,9,8,iPhone
5958,5958,retained,243.0,202.5,498.16452556,758,117.0,0.0,2177.692871,1018.832823,30,24,iPhone
5959,5959,retained,208.0,169.0,425.5080876,1169,41.0,63.0,2815.522983,1437.236475,24,24,Android
5960,5960,retained,84.0,67.0,167.0478727,3081,86.0,107.5,4655.963314,3650.26391,17,13,iPhone
5961,5961,retained,82.0,67.0,140.5948424,254,39.0,16.0,2797.981622,853.5127598,12,5,iPhone
5962,5962,retained,53.0,43.0,53.6497002,3053,110.0,41.0,2683.846353,1146.820994,3,3,iPhone
5963,5963,retained,18.0,16.0,39.46545262,2173,49.0,8.0,2398.633779,1835.723995,28,27,iPhone
5964,5964,retained,67.0,54.0,69.30419764,3010,66.0,0.0,578.1572822,471.7387742,31,23,Android
5965,5965,churned,243.0,202.5,364.1657953,2258,106.0,0.0,5712.650891,2382.942615,10,5,iPhone
5966,5966,retained,130.0,104.0,154.3535897,1744,8.0,0.0,2794.703955,1239.169126,22,13,iPhone
5967,5967,retained,24.0,20.0,26.90523933,720,430.0,0.0,5743.758386,1861.043134,0,0,iPhone
5968,5968,retained,87.0,70.0,150.5968156,797,43.0,0.0,3672.776621,2786.259067,14,13,iPhone
5969,5969,retained,5.0,5.0,69.53918387,1107,161.0,0.0,9923.95054075,2022.340483,28,19,iPhone
5970,5970,retained,28.0,23.0,85.82551667,1851,199.0,0.0,2655.435452,1742.57839,26,21,Android
5971,5971,retained,22.0,18.0,110.90274,2135,112.0,0.0,4963.662316,1504.920031,14,13,iPhone
5972,5972,retained,126.0,103.0,181.652066,2561,0.0,0.0,1895.656195,584.6738485,30,25,iPhone
5973,5973,retained,75.0,60.0,297.8925498,501,66.0,52.0,3595.03693,935.8314662,5,2,iPhone
5974,5974,churned,107.0,86.0,134.9200021,94,61.0,0.0,4116.883158,1703.089019,1,1,Android
5975,5975,retained,68.0,55.0,244.9588034,148,430.0,76.0,5931.215942,1060.098339,24,15,iPhone
5976,5976,retained,104.0,84.0,240.3907081,3314,203.0,0.0,9923.95054075,2266.972901,21,19,Android
5977,5977,retained,243.0,202.0,265.5472565,3105,131.0,0.0,711.6408804,532.017602,31,25,iPhone
5978,5978,retained,103.0,83.0,144.9224075,2542,316.0,0.0,4841.727495,924.6795654,30,20,iPhone
5979,5979,retained,62.0,50.0,91.69020443,3009,14.0,25.0,4602.861244,1574.876556,29,19,iPhone
5980,5980,retained,4.0,4.0,34.63903839,2176,4.0,41.0,1685.59222,1320.31788,25,16,iPhone
5981,5981,retained,243.0,202.5,305.106758,2673,5.0,0.0,2175.475244,303.6217856,27,26,iPhone
5982,5982,retained,5.0,4.0,294.5415359,775,268.0,0.0,4362.176165,1992.359059,23,20,iPhone
5983,5983,retained,8.0,8.0,98.27846037,1266,283.0,0.0,4649.398497,952.5766426,24,23,iPhone
5984,5984,retained,105.0,105.0,207.9203039,3398,108.0,0.0,7052.841003,2665.167171,31,21,Android
5985,5985,retained,133.0,114.0,189.2717869,2428,27.0,55.0,3849.025146,1871.39718,24,17,iPhone
5986,5986,retained,169.0,136.0,285.2415182,1954,0.0,5.0,1512.757332,1222.185926,25,16,Android
5987,5987,retained,1.0,1.0,17.84310979,560,92.0,43.0,2943.773653,861.7882337,12,5,iPhone
5988,5988,retained,27.0,27.0,202.0136587,2060,53.0,0.0,7278.630807,1704.31953,19,18,Android
5989,5989,retained,123.0,123.0,200.5054907,1556,124.0,0.0,9923.95054075,4907.0501746,23,19,Android
5990,5990,retained,113.0,91.0,270.4446667,2620,0.0,35.0,6428.818345,1908.064486,18,12,Android
5991,5991,churned,12.0,12.0,260.4039835,2137,0.0,59.0,3800.656484,2186.907718,5,5,iPhone
5992,5992,retained,41.0,37.0,209.848276,2033,0.0,0.0,3669.008865,400.1269712,20,12,Android
5993,5993,retained,243.0,202.5,455.5624719,961,68.0,35.0,1379.699122,432.4609688,27,18,iPhone
5994,5994,retained,66.0,66.0,84.60028498,2632,0.0,0.0,8846.481757,1008.130064,19,16,Android
5995,5995,churned,0.0,0.0,384.3262979,49,0.0,25.0,8958.614883,4907.0501746,8,6,iPhone
5996,5996,retained,131.0,105.0,254.2785666,1287,99.0,10.0,1660.987069,654.1430913,16,16,iPhone
5997,5997,churned,93.0,93.0,257.4409952,1310,1.0,0.0,1851.422696,921.0180777,0,0,iPhone
5998,5998,retained,45.0,36.0,117.9951578,287,254.0,38.0,3577.375244,1496.502187,21,18,Android
5999,5999,retained,48.0,41.0,230.1784702,661,126.0,21.0,3068.006884,1666.274289,26,18,iPhone
6000,6000,retained,7.0,7.0,112.3186565,3034,0.0,45.0,2309.219083,507.0743415,4,4,iPhone
6001,6001,retained,38.0,32.0,106.0251783,2350,6.0,0.0,8026.030582,1837.449559,21,15,Android
6002,6002,retained,20.0,20.0,188.1769445,3284,40.0,6.0,5863.963814,1708.329715,31,25,Android
6003,6003,churned,1.0,1.0,91.35060944,1201,0.0,31.0,3069.657683,982.0890541,6,6,Android
6004,6004,retained,21.0,19.0,455.2281266,1263,137.0,48.0,6314.079629,3309.169292,11,10,Android
6006,6006,retained,19.0,16.0,164.5635625,1150,136.0,43.0,1643.483631,1274.477101,19,19,iPhone
6007,6007,retained,67.0,54.0,279.2178193,1876,0.0,3.0,4483.529947,456.3464481,15,13,iPhone
6008,6008,retained,30.0,27.0,37.35313699,1170,10.0,0.0,6084.801251,2568.836693,4,0,iPhone
6009,6009,churned,83.0,66.0,114.2850854,2361,167.0,31.0,3462.494815,2179.023333,1,1,Android
6010,6010,retained,133.0,107.0,276.3240975,1864,0.0,0.0,3474.476504,340.7327286,29,22,iPhone
6011,6011,retained,174.0,142.0,352.935079,89,22.0,0.0,1159.515687,770.6562978,5,5,iPhone
6012,6012,retained,66.0,54.0,70.16858123,3252,142.0,0.0,2734.51608,2080.40933,29,22,Android
6013,6013,retained,14.0,14.0,165.0184843,353,68.0,37.0,9923.95054075,3792.594124,8,4,iPhone
6014,6014,retained,21.0,20.0,167.9729489,2413,291.0,107.5,8112.410081,4526.943866,24,24,iPhone
6015,6015,retained,220.0,176.0,280.0984554,375,14.0,0.0,9923.95054075,3337.098496,13,12,iPhone
6016,6016,retained,190.0,153.0,223.8116584,2471,31.0,107.5,3811.129709,1410.924631,19,19,iPhone
6017,6017,retained,243.0,202.5,353.045412,1537,50.0,28.0,2346.661158,1055.076002,17,17,Android
6018,6018,retained,60.0,60.0,498.16452556,1234,37.0,0.0,3421.647097,1977.490208,3,3,Android
6019,6019,retained,62.0,62.0,336.3584832,3415,0.0,47.0,7136.414373,4107.365553,19,19,Android
6020,6020,retained,56.0,46.0,123.0030741,331,83.0,15.0,4392.597477,2490.630768,19,13,Android
6021,6021,churned,29.0,25.0,211.0764028,933,214.0,24.0,1599.06148,1202.504836,1,1,iPhone
6022,6022,retained,68.0,68.0,71.34715919,1111,0.0,0.0,4934.003438,1588.372941,23,20,iPhone
6023,6023,churned,195.0,158.0,454.5601223,527,170.0,0.0,4204.632343,3454.699983,27,20,Android
6024,6024,retained,14.0,14.0,24.79256558,1991,2.0,0.0,4489.713551,3456.688196,29,27,iPhone
6025,6025,retained,211.0,180.0,298.3252763,2409,19.0,0.0,5398.40917,1178.825652,30,29,iPhone
6026,6026,retained,172.0,138.0,193.5673985,1802,254.0,0.0,1266.940465,866.3544699,14,13,Android
6027,6027,retained,63.0,51.0,75.67199169,1971,35.0,0.0,8858.877645,782.3861681,31,29,Android
6028,6028,retained,81.0,70.0,87.08523424,1894,0.0,13.0,3531.325806,1532.786229,14,11,Android
6029,6029,retained,21.0,17.0,188.290219,447,389.0,80.0,7813.960053,1137.922595,20,20,iPhone
6030,6030,retained,14.0,11.0,20.02980765,422,403.0,31.0,3214.033427,1970.33713,31,20,iPhone
6031,6031,retained,187.0,176.0,232.0245466,3145,42.0,0.0,477.6929712,321.2083146,19,12,iPhone
6032,6032,retained,38.0,34.0,498.16452556,922,0.0,0.0,5666.225562,2404.829879,26,17,Android
6033,6033,retained,163.0,145.0,169.8821001,874,0.0,107.5,3146.917552,1424.779732,25,21,Android
6034,6034,retained,15.0,12.0,17.92633999,3068,179.0,54.0,2453.702631,2028.0299,18,9,iPhone
6035,6035,retained,190.0,153.0,225.1228327,23,141.0,43.0,523.6525262,146.9799176,23,19,iPhone
6036,6036,churned,12.0,10.0,288.3937556,3128,56.0,0.0,2271.127911,708.7689249,1,1,Android
6037,6037,retained,2.0,2.0,79.21453225,457,32.0,15.0,1511.07814,1210.426093,4,0,iPhone
6038,6038,retained,104.0,83.0,204.0852608,1147,98.0,6.0,6390.547615,338.7834845,19,19,iPhone
6039,6039,retained,62.0,50.0,72.86857801,3280,219.0,74.0,9923.95054075,4907.0501746,19,15,Android
6040,6040,retained,48.0,48.0,88.02340206,1511,15.0,33.0,3638.953304,2531.297863,6,4,iPhone
6041,6041,churned,82.0,66.0,123.5437202,2522,47.0,0.0,2862.012828,2285.598604,28,18,iPhone
6042,6042,retained,243.0,202.5,446.4330913,1884,218.0,26.0,3549.834125,2137.33501,24,19,Android
6043,6043,retained,84.0,68.0,111.5160096,2664,183.0,38.0,3456.375051,2760.528262,13,8,iPhone
6044,6044,retained,45.0,36.0,46.20043799,1343,118.0,0.0,2902.027537,1231.719281,4,4,iPhone
6045,6045,retained,197.0,158.0,303.4990129,2628,0.0,31.0,1148.345393,850.0091515,14,11,iPhone
6046,6046,retained,228.0,202.5,248.3404759,1952,0.0,26.0,2637.948195,673.6934565,22,20,Android
6047,6047,retained,51.0,41.0,63.32753901,2103,236.0,0.0,4562.385382,2700.014958,16,10,iPhone
6048,6048,churned,5.0,4.0,6.348278304,783,394.0,2.0,3780.139634,2867.133437,8,8,iPhone
6049,6049,retained,22.0,18.0,68.66976958,2449,59.0,107.5,2165.817789,1673.410106,21,16,iPhone
6050,6050,retained,4.0,3.0,170.7491656,1812,44.0,35.0,2124.108037,447.9104879,5,4,iPhone
6051,6051,retained,49.0,40.0,125.4806022,1469,39.0,44.0,7485.225822,3544.39599,27,19,iPhone
6052,6052,churned,89.0,71.0,233.2980694,2876,241.0,0.0,4579.26049,2052.947742,1,0,iPhone
6053,6053,retained,10.0,9.0,149.0878818,298,0.0,11.0,3232.223441,1958.979275,21,12,iPhone
6054,6054,retained,2.0,2.0,19.98469067,2157,227.0,0.0,3095.011714,741.0642342,29,27,iPhone
6055,6055,retained,19.0,15.0,464.3300141,729,62.0,12.0,3350.149605,2647.481467,30,29,iPhone
6056,6056,retained,43.0,35.0,293.624911,446,10.0,0.0,1233.456141,937.4966933,8,6,iPhone
6057,6057,retained,10.0,10.0,17.36818616,27,123.0,0.0,2020.383718,1185.367375,27,26,iPhone
6058,6058,churned,73.0,59.0,252.4545327,2975,142.0,50.0,5841.43972,1914.507245,0,0,iPhone
6059,6059,retained,54.0,48.0,61.51164378,737,362.0,3.0,2575.235783,1407.662881,16,11,Android
6060,6060,churned,65.0,52.0,76.62356616,1156,134.0,85.0,2536.977008,1622.965669,8,7,Android
6061,6061,retained,243.0,202.5,363.9509068,2321,40.0,6.0,613.631564,474.1444856,27,25,Android
6062,6062,retained,189.0,151.0,300.6929525,2630,0.0,2.0,5538.733937,2646.825053,24,23,iPhone
6063,6063,retained,111.0,89.0,263.1279845,3054,0.0,15.0,3052.82268,2066.256213,24,19,iPhone
6064,6064,retained,243.0,202.5,391.2348787,1458,430.0,8.0,1227.299109,901.965111,16,9,Android
6065,6065,retained,6.0,5.0,129.3437937,1519,84.0,0.0,9224.686509,2169.715117,2,2,iPhone
6066,6066,retained,152.0,123.0,159.0690805,611,0.0,3.0,7693.596184,1548.706597,11,11,iPhone
6067,6067,retained,0.0,0.0,24.12373994,551,55.0,16.0,6690.461296,4546.260243,15,12,iPhone
6068,6068,retained,211.0,169.0,252.9357177,922,69.0,0.0,5193.930259,944.7140175,5,4,iPhone
6069,6069,retained,138.0,110.0,140.955306,2557,56.0,49.0,1776.245539,683.7070749,1,1,iPhone
6070,6070,retained,68.0,55.0,94.04217654,134,247.0,0.0,1647.217332,1075.454719,22,16,Android
6072,6072,retained,62.0,57.0,319.4805203,1825,430.0,0.0,3479.469787,1881.08515,21,21,Android
6073,6073,retained,117.0,95.0,311.4555668,3260,0.0,107.5,445.1124532,226.6475981,7,5,Android
